,,,,
14858,OUTRO,36599,83884,diego%2Bmachado.pdf
14858,DECLARACAO_VERACIDADE,36600,83885,DECLARA%25C3%2583%25C2%2587%25C3%2583%25C2%2583O%2BDE%2BVERACIDADE%2BDE%2BDI%25C3%2583%25C2%258AGO.pdf
14858,REQUERIMENTO_PREENCHIDO,36601,83886,Req.%2B%252B%2BOutorga%2Bdiego%2BAgronil.pdf
14858,PROJETO_TECNICO_DEZ_HA,36603,83888,Projeto%2BDiego%2BAgronil.pdf
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
14863,COPIA_ESCRITURA,36631,83921,documento%2Bem%2Bgeral.pdf
14863,CPF,36632,83922,documento%2Bem%2Bgeral.pdf
14863,OUTRO,36635,83925,documento%2Bem%2Bgeral.pdf
,,,,
,,,,
,,,,
14864,PROJETO_TECNICO,36642,83933,documento%2Bem%2Bgeral.pdf
14864,MAPA_EMPREENDIMENTO,36643,83934,documento%2Bem%2Bgeral.pdf
14864,COPIA_ESCRITURA,36644,83935,documento%2Bem%2Bgeral.pdf
14864,CPF,36645,83936,documento%2Bem%2Bgeral.pdf
14864,RG,36646,83937,documento%2Bem%2Bgeral.pdf
14864,ART_PROJETISTA,36647,83938,documento%2Bem%2Bgeral.pdf
14864,REQUERIMENTO_PREENCHIDO,36649,83940,REQUERIMENTO.pdf
14864,CPF,36650,83941,DOCUMENTO.pdf
14864,COPIA_ESCRITURA,36651,83942,ESCRITURA.pdf
14864,PROJETO_TECNICO_DEZ_HA,36652,83943,MEMORIAL.pdf
14864,DECLARACAO_VERACIDADE,36653,83944,DECLARA%25C3%2583%25C2%2587%25C3%2583%25C2%2583O.pdf
14864,OUTRO,36654,83945,C%25C3%2583%25C2%2593PIA%2BDA%2BOUTORGA.pdf
14864,PROJETO_TECNICO,36655,83946,documento%2Bem%2Bgeral.pdf
14864,MAPA_EMPREENDIMENTO,36656,83947,documento%2Bem%2Bgeral.pdf
14864,COPIA_ESCRITURA,36657,83948,documento%2Bem%2Bgeral.pdf
14864,CPF,36658,83949,documento%2Bem%2Bgeral.pdf
14864,RG,36659,83950,documento%2Bem%2Bgeral.pdf
14864,ART_PROJETISTA,36660,83951,documento%2Bem%2Bgeral.pdf
14864,OUTRO,36661,83952,documento%2Bem%2Bgeral.pdf
14864,REQUERIMENTO_PREENCHIDO,36662,83953,REQUERIMENTO.pdf
14864,CPF,36663,83954,DOCUMENTO.pdf
14864,COPIA_ESCRITURA,36664,83955,ESCRITURA.pdf
14864,PROJETO_TECNICO_DEZ_HA,36665,83956,MEMORIAL.pdf
14864,DECLARACAO_VERACIDADE,36666,83957,DECLARA%25C3%2583%25C2%2587%25C3%2583%25C2%2583O.pdf
14864,OUTRO,36667,83958,C%25C3%2583%25C2%2593PIA%2BDA%2BOUTORGA.pdf
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
14865,COPIA_ESCRITURA,36683,83977,documento%2Bem%2Bgeral.pdf
14865,CPF,36684,83978,documento%2Bem%2Bgeral.pdf
14865,OUTRO,36687,83981,documento%2Bem%2Bgeral.pdf
,,,,
,,,,
,,,,
14866,COPIA_ESCRITURA,36696,83992,documento%2Bem%2Bgeral.pdf
14866,CPF,36697,83993,documento%2Bem%2Bgeral.pdf
,,,,
,,,,
14867,PROJETO_TECNICO,36708,84008,documento%2Bem%2Bgeral.pdf
14867,MAPA_EMPREENDIMENTO,36709,84009,documento%2Bem%2Bgeral.pdf
14867,CPF,36711,84011,documento%2Bem%2Bgeral.pdf
14867,RG,36712,84012,documento%2Bem%2Bgeral.pdf
14867,ART_PROJETISTA,36713,84013,documento%2Bem%2Bgeral.pdf
14867,REQUERIMENTO_PREENCHIDO,36715,84015,REQUERIMENTO.pdf
14867,CPF,36716,84016,DOCUMENTO.pdf
14867,COPIA_ESCRITURA,36717,84017,ESCRITURA.pdf
14867,PROJETO_TECNICO_DEZ_HA,36718,84018,MEMORIAL.pdf
14867,OUTRO,36721,84022,outorga_04_2020.pdf
14867,DECLARACAO_VERACIDADE,36722,84023,DECLARA%25C3%2583%25C2%2587%25C3%2583%25C2%2583O%2BDE%2BVERACIDADE%2BDAS%2BINFORMA%25C3%2583%25C2%2587%25C3%2583%25C2%2595ES%2BPRESTADAS.pdf
14867,PROJETO_TECNICO,36781,84161,documento%2Bem%2Bgeral.pdf
14867,MAPA_EMPREENDIMENTO,36782,84162,documento%2Bem%2Bgeral.pdf
14867,COPIA_ESCRITURA,36783,84163,documento%2Bem%2Bgeral.pdf
14867,CPF,36784,84164,documento%2Bem%2Bgeral.pdf
14867,RG,36785,84165,documento%2Bem%2Bgeral.pdf
14867,ART_PROJETISTA,36786,84166,documento%2Bem%2Bgeral.pdf
14867,OUTRO,36787,84167,documento%2Bem%2Bgeral.pdf
14867,REQUERIMENTO_PREENCHIDO,36788,84168,REQUERIMENTO.pdf
14867,CPF,36789,84169,DOCUMENTO.pdf
14867,COPIA_ESCRITURA,36790,84170,ESCRITURA.pdf
14867,PROJETO_TECNICO_DEZ_HA,36791,84171,MEMORIAL.pdf
14867,DECLARACAO_VERACIDADE,36792,84172,DECLARA%25C3%2583%25C2%2587%25C3%2583%25C2%2583O.pdf
14867,OUTRO,36793,84173,C%25C3%2583%25C2%2593PIA%2BDA%2BOUTORGA.pdf
14867,PROJETO_TECNICO,36794,84174,documento%2Bem%2Bgeral.pdf
14867,MAPA_EMPREENDIMENTO,36795,84175,documento%2Bem%2Bgeral.pdf
14867,COPIA_ESCRITURA,36796,84176,documento%2Bem%2Bgeral.pdf
14867,CPF,36797,84177,documento%2Bem%2Bgeral.pdf
14867,RG,36798,84178,documento%2Bem%2Bgeral.pdf
14867,ART_PROJETISTA,36799,84179,documento%2Bem%2Bgeral.pdf
14867,OUTRO,36800,84180,documento%2Bem%2Bgeral.pdf
14867,REQUERIMENTO_PREENCHIDO,36801,84181,REQUERIMENTO.pdf
14867,CPF,36802,84182,DOCUMENTO.pdf
14867,COPIA_ESCRITURA,36803,84183,ESCRITURA.pdf
14867,PROJETO_TECNICO_DEZ_HA,36804,84184,MEMORIAL.pdf
14867,DECLARACAO_VERACIDADE,36805,84185,DECLARA%25C3%2583%25C2%2587%25C3%2583%25C2%2583O.pdf
14867,OUTRO,36806,84186,C%25C3%2583%25C2%2593PIA%2BDA%2BOUTORGA.pdf
,,,,
,,,,
14867,COPIA_ESCRITURA,36809,84189,documento%2Bem%2Bgeral.pdf
14867,CPF,36810,84190,documento%2Bem%2Bgeral.pdf
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
14879,PROJETO_TECNICO,36867,84322,PROJETO.pdf
14879,ART_PROJETISTA,36868,84323,ART-%2BPROJ%2BCONSTRU%25C3%2583%25C2%2587%25C3%2583%25C2%2583O%2BVIVEIROS.pdf
14879,COPIA_ESCRITURA,36871,84326,Escritura%2Bde%2BCompra%2Be%2BVenda.pdf
14879,CNPJ,36872,84327,DOC%2BPESSOA%2BJUR%25C3%2583%25C2%258DDICA%2BE%2BREP%2BLEGAL.pdf
14879,OUTRO,36873,84328,REQUERIMENTO%2BPO%25C3%2583%25C2%2587O.pdf
,,,,
,,,,
,,,,
,,,,
,,,,
14880,PROJETO_TECNICO,36883,84338,PROJETO.pdf
14880,ART_PROJETISTA,36884,84339,ART-%2BPROJ%2BCONSTRU%25C3%2583%25C2%2587%25C3%2583%25C2%2583O%2BVIVEIROS.pdf
14880,COPIA_ESCRITURA,36887,84342,Escritura%2Bde%2BCompra%2Be%2BVenda.pdf
14880,CNPJ,36888,84343,DOC%2BPESSOA%2BJUR%25C3%2583%25C2%258DDICA%2BE%2BREP%2BLEGAL.pdf
14880,OUTRO,36889,84344,REQUERIMENTO%2BPO%25C3%2583%25C2%2587O.pdf
,,,,
,,,,
,,,,
,,,,
,,,,
14883,PROJETO_TECNICO,36915,84376,PROJETO.pdf
14883,ART_PROJETISTA,36916,84377,ART-%2BPROJ%2BCONSTRU%25C3%2583%25C2%2587%25C3%2583%25C2%2583O%2BVIVEIROS.pdf
14883,COPIA_ESCRITURA,36919,84380,Escritura%2Bde%2BCompra%2Be%2BVenda.pdf
14883,CNPJ,36920,84381,DOC%2BPESSOA%2BJUR%25C3%2583%25C2%258DDICA%2BE%2BREP%2BLEGAL.pdf
14883,OUTRO,36921,84382,REQUERIMENTO%2BPO%25C3%2583%25C2%2587O.pdf
,,,,
,,,,
,,,,
,,,,
,,,,
14884,PROJETO_TECNICO,36932,84398,PROJETO.pdf
14884,COPIA_ESCRITURA,36936,84402,Escritura%2Bde%2BCompra%2Be%2BVenda.pdf
